team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90
SS Lazio ARL Women,Lazio W,2023/2024,Italy,12,6,6,1705239000,11,5,6,0,0,0,1,1,0,2.75,2.5,3,2,3,1,2,30,6,24,36,16,20,14,16,2,4,12,12,36,39,34,180,273,134,8,5,3,3,0,3,1,1,0,7,5,2,36,13,23,1,0,1,57,55,59,56,11,45,32,9,23,24,2,22,0,0,0,5,3,2,0,0,0,5,3,2,2,1,1,1,0,1,0,0,0,2.33,3,2,3,2.67,3.33,2.5,2.33,2.67,0.5,0.33,0.67,1.67,3,1,1.67,3,1,0,0,0,12,11,7,3,2,1,6,6,3,1,0,0,6,5,4,2,2,1,0,1,5,9,10,11,0,0,3,5,6,6,0,1,2,4,4,5,100,92,58,25,17,8,100,100,50,17,0,0,100,83,67,33,33,17,0,8,42,75,83,92,0,0,50,83,100,100,0,17,33,67,67,83,2,2,1,1,1,1,1,1,0,67,67,33,100,100,100,50,50,0,92,83,100,14,67,83,50,25,0,50,8,17,0,58,83,33,3,1,2,100,100,100,1,0,1,33,0,50,0,0,0,0,0,0,67,100,50,33,0,50,0,0,0,12.00,13.00,11.50,1,0,1.00,100,100,100,100,100,100,100,67,167,2,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0
Ternana Calcio Women,Ternana W,2023/2024,Italy,12,6,6,1705239000,11,6,5,0,0,0,1,0,1,2.75,3,2.5,1,1,2,1,44,12,32,56,32,24,27,17,5,7,22,10,25,20,32,90,108,77,6,3,3,6,3,3,0,0,0,3,3,0,6,6,0,3,3,0,50,50,0,19,19,0,11,11,0,8,8,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,3,0,4.67,5.33,4,3.67,4.5,2.83,1,0.83,1.17,1,1,0,1,1,0,0,0,0,12,11,10,8,8,4,6,6,5,5,5,3,6,5,5,3,3,1,0,1,2,4,4,8,0,0,1,1,1,3,0,1,1,3,3,5,100,92,83,67,67,33,100,100,83,83,83,50,100,83,83,50,50,17,0,8,17,33,33,67,0,0,17,17,17,50,0,17,17,50,50,83,1,0,0,1,0,0,0,0,0,100,0,0,100,0,0,0,0,0,92,100,83,20,50,50,50,50,50,50,0,0,0,25,50,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,6.00,6.00,0.00,3,3,0.00,100,100,100,100,0,0,0,0,358,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Portsmouth LFC,Portsmouth Ladies,2023/2024,England,11,5,6,1705240800,10,5,5,0,0,0,1,0,1,2.73,3,2.5,0,1,2,2,45,2,43,47,28,19,28,17,0,2,28,15,22,16,32,500,0,273,9,5,4,1,0,1,1,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,5.6,3.17,4.09,5.6,2.83,0.18,0,0.33,0,0,0,0,0,0,0,0,0,11,8,8,7,4,3,5,5,5,4,3,2,6,3,3,3,1,1,0,3,3,4,7,8,0,0,0,1,2,3,0,3,3,3,5,5,100,73,73,64,36,27,100,100,100,80,60,40,100,50,50,50,17,17,0,27,27,36,64,73,0,0,0,20,40,60,0,50,50,50,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,100,83,69,82,100,67,9,0,17,9,0,17,45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD Clodiense Chioggia Sottomarina,Clodiense,2023/2024,Italy,18,8,10,1705239000,16,7,9,1,1,0,1,0,1,2.72,2.75,2.7,0,1,1,1,32,9,23,41,17,24,15,17,2,7,13,10,51,48,53,180,360,129,10,6,4,7,2,5,2,1,1,14,7,7,52,9,43,4,0,4,55,58,54,135,37,98,67,17,50,68,20,48,0,0,0,15,8,7,3,0,3,12,8,4,9,5,4,6,2,4,1,0,1,2.06,2.43,1.78,2.28,2.13,2.4,1.78,1.88,1.7,0.5,0.25,0.7,1.13,1.14,1.11,0.94,1.14,0.78,0.19,0,0.33,17,12,9,2,1,0,7,6,4,0,0,0,10,6,5,2,1,0,1,6,9,16,17,18,1,2,4,8,8,8,0,4,5,8,9,10,94,67,50,11,6,0,88,75,50,0,0,0,100,60,50,20,10,0,6,33,50,89,94,100,12,25,50,100,100,100,0,40,50,80,90,100,12,6,0,5,3,0,7,3,0,75,38,0,71,43,0,78,33,0,89,88,90,28,56,75,40,39,25,50,11,13,10,78,88,70,13,7,6,81,100,67,5,2,3,31,29,33,2,0,2,13,0,22,56,71,44,38,29,44,6,0,11,5.78,4.50,6.14,4,0,4.00,67,56,44,33,22,22,22,22,67,1,2,5,3,5,2,3,4,2,0,0,1,1,1,1,1,1,2
AO Kavala,Kavala,2023/2024,Greece,17,8,9,1705237200,15,7,8,1,1,0,1,0,1,2.71,2.75,2.67,0,2,1,1,48,8,40,56,33,23,28,20,5,3,23,17,32,26,41,191,143,273,10,3,7,6,5,1,2,1,1,9,4,5,37,14,23,3,2,1,50,50,50,70,14,56,43,8,35,27,6,21,0,0,0,10,5,5,0,0,0,10,5,5,6,2,4,2,1,1,0,0,0,2.5,2.33,2.6,3.29,4.13,2.56,2.82,3.5,2.22,0.47,0.63,0.33,1.25,1.67,1,1.25,1.67,1,0,0,0,16,13,10,8,6,2,7,7,6,6,4,2,9,6,4,2,2,0,1,4,7,9,11,15,1,1,2,2,4,6,0,3,5,7,7,9,94,76,59,47,35,12,88,88,75,75,50,25,100,67,44,22,22,0,6,24,41,53,65,88,12,12,25,25,50,75,0,33,56,78,78,100,6,3,1,2,2,1,4,1,0,75,38,13,67,67,33,80,20,0,88,88,89,-5,59,38,78,35,63,11,12,13,11,53,50,56,8,3,5,100,100,100,2,1,1,25,33,20,0,0,0,0,0,0,75,67,80,25,33,20,0,0,0,4.63,7.00,3.83,1.5,2,1.00,25,25,25,13,13,0,0,0,188,3,0,2,3,4,0,4,0,1,0,0,0,0,0,1,0,1,2
SL Benfica Women,SL Benfica W,2023/2024,Portugal,10,5,5,1705237200,9,4,5,0,0,0,1,1,0,2.7,2.4,3,1,3,1,1,34,4,30,38,20,18,17,17,3,1,14,16,26,26,26,225,150,450,8,4,4,2,1,1,0,0,0,9,4,5,98,40,58,0,0,0,67,61,71,192,81,111,101,44,57,91,37,54,0,0,0,17,9,8,3,2,1,14,7,7,7,3,4,1,0,1,1,1,0,2.44,2.25,2.6,3.8,4,3.6,3.4,3.4,3.4,0.4,0.6,0.2,2.22,2.75,1.8,1.89,2.25,1.6,0.33,0.5,0.2,10,9,9,7,3,0,5,5,5,4,1,0,5,4,4,3,2,0,0,1,1,3,7,10,0,0,0,1,4,5,0,1,1,2,3,5,100,90,90,70,30,0,100,100,100,80,20,0,100,80,80,60,40,0,0,10,10,30,70,100,0,0,0,20,80,100,0,20,20,40,60,100,8,7,5,4,4,3,4,3,2,89,78,56,100,100,75,80,60,40,90,80,100,-25,80,80,80,20,20,20,0,0,0,90,80,100,7,3,4,78,75,80,1,0,1,11,0,20,2,1,1,22,25,20,78,75,80,11,0,20,11,25,0,9.80,8.00,11.60,0,0,0.00,90,80,70,70,70,50,40,40,110,1,2,5,4,8,2,4,2,2,1,0,1,0,1,0,1,0,0
Celtic FC Women,Celtic W,2023/2024,Scotland,16,8,8,1705240800,14,7,7,1,0,1,1,1,0,2.69,2.63,2.75,2,2,2,2,81,9,72,90,54,36,48,33,6,3,42,30,18,15,22,161,120,237,10,4,6,6,4,2,0,0,0,14,7,7,142,71,71,10,7,3,68,66,69,306,154,152,159,77,82,147,77,70,89,47,42,38,23,15,6,3,3,32,20,12,11,4,7,4,4,0,1,0,1,2.31,2,2.63,5.63,6.75,4.5,5.06,6,4.13,0.56,0.75,0.38,2.75,3.25,2.25,2.38,2.88,1.88,0.38,0.38,0.38,16,16,14,11,10,7,8,8,8,6,6,5,8,8,6,5,4,2,0,0,2,5,6,9,0,0,0,2,2,3,0,0,2,3,4,6,100,100,88,69,63,44,100,100,100,75,75,63,100,100,75,63,50,25,0,0,12,31,37,56,0,0,0,25,25,37,0,0,25,37,50,75,13,9,7,5,5,5,8,4,2,81,56,44,63,63,63,100,50,25,88,88,88,-8,63,50,75,38,50,25,0,0,0,88,88,88,12,6,6,75,75,75,4,3,1,25,38,13,3,2,1,19,25,13,69,50,88,25,50,0,6,0,13,10.92,10.14,11.83,0.71,0.88,0.50,92,85,85,77,77,69,69,46,263,9,10,9,6,10,4,10,11,12,3,0,0,1,2,1,0,1,1
Elche Ilicitano CF,Elche II,2023/2024,Spain,15,7,8,1705230000,13,6,7,1,0,1,1,1,0,2.67,2.57,2.75,0,1,1,1,37,8,29,45,24,21,20,17,4,4,16,13,36,31,42,170,158,180,10,5,5,5,2,3,0,0,0,12,7,5,42,22,20,0,0,0,50,50,51,130,77,53,73,42,31,57,35,22,0,0,0,16,13,3,4,3,1,12,10,2,7,5,2,5,1,4,1,1,0,2,2.29,1.67,3,3.43,2.63,2.47,2.86,2.13,0.53,0.57,0.5,1.54,2.29,0.67,1.23,1.86,0.5,0.31,0.43,0.17,15,13,9,5,2,1,7,6,6,3,1,1,8,7,3,2,1,0,0,2,6,10,13,14,0,1,1,4,6,6,0,1,5,6,7,8,100,87,60,33,13,7,100,86,86,43,14,14,100,88,38,25,13,0,0,13,40,67,87,93,0,14,14,57,86,86,0,12,62,75,87,100,8,6,3,6,5,2,2,1,1,62,46,23,86,71,29,33,17,17,87,86,88,4,67,71,63,33,29,38,0,0,0,80,100,63,11,6,5,85,86,83,5,1,4,38,14,67,2,1,1,15,14,17,54,71,33,38,14,67,8,14,0,3.50,3.14,4.00,0,0,0.00,57,50,33,25,17,8,0,0,107,3,3,3,4,5,3,0,2,9,0,0,3,1,0,0,1,0,1
Newcastle United WFC,Newcastle United W,2023/2024,England,11,6,5,1705233600,9,4,5,2,2,0,0,0,0,2.64,2.33,3,0,1,1,1,34,4,30,38,24,14,20,14,4,0,16,14,29,27,32,250,134,0,9,4,5,2,2,0,2,2,0,2,2,0,10,0,10,0,0,0,63,0,63,63,0,63,29,0,29,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,3.45,4,2.8,3.09,3.33,2.8,0.36,0.67,0,0,0,0,0,0,0,0,0,0,9,6,6,6,2,1,4,3,3,3,2,1,5,3,3,3,0,0,2,5,5,5,9,10,2,3,3,3,4,5,0,2,2,2,5,5,82,55,55,55,18,9,67,50,50,50,33,17,100,60,60,60,0,0,18,45,45,45,82,91,33,50,50,50,67,83,0,40,40,40,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,67,100,-39,82,67,100,18,33,0,18,33,0,18,33,0,2,2,0,100,100,0,2,2,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,10.00,0.00,10.00,0,0,0.00,100,100,100,100,100,100,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fenerbahçe,Fenerbahçe,2023/2024,Turkey,19,10,9,1705248000,16,8,8,2,1,1,1,1,0,2.63,2.5,2.78,1,2,1,1,56,16,40,72,44,28,33,23,11,5,22,18,31,27,35,107,82,161,9,3,6,10,7,3,2,1,1,14,6,8,112,63,49,52,25,27,57,59,54,271,130,141,150,71,79,121,59,62,267,153,114,29,17,12,7,4,3,22,13,9,11,6,5,6,2,4,2,2,0,2.05,2,2.11,3.79,4.4,3.11,2.95,3.3,2.56,0.84,1.1,0.56,1.89,2.1,1.67,1.53,1.7,1.33,0.37,0.4,0.33,17,15,13,11,9,4,9,9,9,7,6,2,8,6,4,4,3,2,2,4,6,8,10,15,1,1,1,3,4,8,1,3,5,5,6,7,89,79,68,58,47,21,90,90,90,70,60,20,89,67,44,44,33,22,11,21,32,42,53,79,10,10,10,30,40,80,11,33,56,56,67,78,15,11,6,9,6,4,6,5,2,79,58,32,90,60,40,67,56,22,84,80,89,-10,47,30,67,53,70,33,11,10,11,74,60,89,12,6,6,63,60,67,6,3,3,32,30,33,5,2,3,26,20,33,58,60,56,32,20,44,11,20,0,5.89,6.30,5.44,2.74,2.5,3.00,79,57,42,32,26,26,11,11,116,9,5,1,5,13,3,8,6,6,1,0,1,3,5,2,1,1,2
Galatasaray Spor Kulübü,Galatasaray W,2023/2024,Turkey,15,7,8,1705230000,13,7,6,0,0,0,2,0,2,2.6,3,2.25,1,1,1,1,39,14,25,53,25,28,21,18,4,10,17,8,35,30,40,97,158,72,7,4,3,7,3,4,1,0,1,7,6,1,56,40,16,0,0,0,54,54,54,119,80,39,60,42,18,59,38,21,0,0,0,10,9,1,3,1,2,7,8,-1,5,4,1,3,2,1,1,0,1,2,2.33,1.33,3.53,3.57,3.5,2.6,3,2.25,0.93,0.57,1.25,1.44,1.67,1,1.11,1.5,0.33,0.33,0.17,0.67,15,14,10,6,4,3,7,6,5,2,2,2,8,8,5,4,2,1,0,1,5,9,11,12,0,1,2,5,5,5,0,0,3,4,6,7,100,93,67,40,27,20,100,86,71,29,29,29,100,100,63,50,25,13,0,7,33,60,73,80,0,14,29,71,71,71,0,0,37,50,75,87,7,5,1,5,4,1,2,1,0,78,56,11,83,67,17,67,33,0,87,100,75,27,47,57,38,47,43,50,7,0,13,47,86,13,7,5,2,78,83,67,3,1,2,33,17,67,1,1,0,11,17,0,56,67,33,33,33,33,11,0,33,5.60,5.71,5.33,0,0,0.00,70,60,50,50,50,30,30,20,167,1,1,3,4,1,1,1,2,6,1,1,0,0,1,1,1,2,1
AS Roma Under 19 Women,Roma U19 W,2023/2024,Italy,10,5,5,1705230000,8,4,4,2,1,1,0,0,0,2.6,2.6,2.6,1,2,1,1,38,11,27,49,24,25,17,21,7,4,10,17,24,26,21,82,64,113,4,1,3,6,4,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,4.9,4.8,5,3.8,3.4,4.2,1.1,1.4,0.8,0,0,0,0,0,0,0,0,0,9,9,9,8,5,4,5,5,5,4,2,2,4,4,4,4,3,2,1,1,1,2,5,6,0,0,0,1,3,3,1,1,1,1,2,3,90,90,90,80,50,40,100,100,100,80,40,40,80,80,80,80,60,40,10,10,10,20,50,60,0,0,0,20,60,60,20,20,20,20,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,-19,40,20,60,60,80,40,10,0,20,10,20,0,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Madrid CF II Women,Real Madrid II W,2023/2024,Spain,15,7,8,1705235400,12,5,7,3,2,1,0,0,0,2.6,2.43,2.75,1,4,1,1,25,8,17,33,12,21,10,15,2,6,8,9,54,63,48,170,310,120,10,6,4,5,1,4,1,1,0,5,5,0,41,13,28,0,0,0,57,60,55,90,33,57,46,16,30,44,17,27,96,34,62,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2.2,1.71,2.63,1.67,1.43,1.88,0.53,0.29,0.75,0,0,0,0,0,0,0,0,0,14,9,4,3,2,1,6,4,1,1,0,0,8,5,3,2,2,1,1,6,11,12,13,14,1,3,6,6,7,7,0,3,5,6,6,7,93,60,27,20,13,7,86,57,14,14,0,0,100,63,38,25,25,13,7,40,73,80,87,93,14,43,86,86,100,100,0,37,62,75,75,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,71,88,16,67,86,50,33,14,50,7,14,0,33,71,0,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,5.13,4.33,5.60,0,0,0.00,75,63,63,25,25,25,25,25,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Saints United FC,All Saints United,2023/2024,Antigua and Barbuda,5,4,1,1705356000,4,3,1,1,1,0,0,0,0,2.6,2.5,3,4,2,6,4,18,2,16,20,17,3,15,3,2,0,13,3,25,24,30,225,180,0,3,2,1,2,2,0,1,1,0,2,2,0,13,13,0,0,0,0,63,63,0,38,38,0,28,28,0,10,10,0,0,0,0,7,7,0,1,1,0,6,6,0,2,2,0,1,1,0,0,0,0,2.33,2.33,0,4,4.25,3,3.6,3.75,3,0.4,0.5,0,2.67,2.67,0,2.33,2.33,0,0.33,0.33,0,4,4,4,3,1,1,3,3,3,3,1,1,1,1,1,0,0,0,1,1,1,2,4,4,1,1,1,1,3,3,0,0,0,1,1,1,80,80,80,60,20,20,75,75,75,75,25,25,100,100,100,0,0,0,20,20,20,40,80,80,25,25,25,25,75,75,0,0,0,100,100,100,2,2,1,2,2,1,0,0,0,67,67,33,67,67,33,0,0,0,80,75,100,-11,60,50,100,40,50,0,20,25,0,40,50,0,2,2,0,67,67,0,1,1,0,33,33,0,1,1,0,33,33,0,67,67,0,33,33,0,0,0,0,6.50,6.50,0.00,0,0,0.00,100,100,100,50,50,50,50,50,200,2,0,0,3,2,0,1,2,2,0,0,0,0,1,0,0,0,0
Maccabi Ahi Iksal FC,Maccabi Ahi Iksal,2023/2024,Israel,5,3,2,1705320000,4,2,2,1,1,0,0,0,0,2.6,2.33,3,0,4,4,3,17,6,11,23,15,8,11,6,4,2,7,4,26,25,30,75,68,90,2,1,1,3,2,1,0,0,0,3,2,1,16,10,6,9,6,3,52,54,50,41,29,12,21,14,7,20,15,5,0,0,0,5,3,2,1,1,0,4,2,2,2,1,1,1,1,0,0,0,0,2.33,2,3,4.6,5,4,3.4,3.67,3,1.2,1.33,1,2,2,2,1.67,1.5,2,0.33,0.5,0,5,4,3,3,2,2,3,3,2,2,1,1,2,1,1,1,1,1,0,1,2,2,3,3,0,0,1,1,2,2,0,1,1,1,1,1,100,80,60,60,40,40,100,100,67,67,33,33,100,50,50,50,50,50,0,20,40,40,60,60,0,0,33,33,67,67,0,50,50,50,50,50,2,2,1,1,1,1,1,1,0,67,67,33,50,50,50,100,100,0,80,67,100,-2,40,33,50,60,67,50,0,0,0,60,67,50,2,1,1,67,50,100,1,1,0,33,50,0,1,1,0,33,50,0,67,50,100,33,50,0,0,0,0,5.33,5.00,6.00,3,3,3.00,100,100,100,67,33,0,0,0,200,3,0,0,0,1,1,5,0,0,0,0,0,0,1,1,0,3,1
Panionios FC,Panionios,2023/2024,Greece,17,8,9,1705237200,14,7,7,2,1,1,1,0,1,2.59,2.75,2.44,0,3,1,1,38,9,29,47,30,17,25,13,5,4,20,9,40,29,63,170,143,205,8,3,5,8,5,3,2,0,2,8,4,4,68,38,30,8,5,3,51,52,50,146,81,65,69,40,29,77,41,36,0,0,0,11,6,5,2,1,1,9,5,4,6,3,3,3,1,2,1,1,0,2.1,2,2.2,2.76,3.75,1.89,2.24,3.13,1.44,0.53,0.63,0.44,1.3,1.4,1.2,1.1,1.2,1,0.2,0.2,0.2,16,12,9,5,2,1,8,8,5,4,2,1,8,4,4,1,0,0,1,5,8,12,15,16,0,0,3,4,6,7,1,5,5,8,9,9,94,71,53,29,12,6,100,100,63,50,25,13,89,44,44,11,0,0,6,29,47,71,88,94,0,0,37,50,75,87,11,56,56,89,100,100,7,5,1,4,3,0,3,2,1,70,50,10,80,60,0,60,40,20,82,88,78,11,47,38,56,47,63,33,12,0,22,47,50,44,8,4,4,80,80,80,4,2,2,40,40,40,1,0,1,10,0,20,60,60,60,30,20,40,10,20,0,6.80,7.60,6.00,2.67,2.5,3.00,100,80,60,40,40,10,10,0,118,2,1,3,2,2,4,3,0,3,1,0,1,0,0,1,2,0,0
Bilbao Athletic,Athletic Club II,2023/2024,Spain,17,9,8,1705230000,14,8,6,2,0,2,1,1,0,2.59,2.67,2.5,0,1,2,1,37,6,31,43,28,15,24,13,4,2,20,11,41,34,55,257,205,360,11,5,6,5,3,2,2,1,1,14,8,6,74,42,32,0,0,0,57,60,54,195,115,80,124,71,53,71,44,27,0,0,0,18,13,5,2,1,1,16,12,4,10,7,3,5,1,4,2,1,1,2.06,2.44,1.63,2.53,3.11,1.88,2.18,2.67,1.63,0.35,0.44,0.25,1.18,1.56,0.75,1.06,1.44,0.63,0.12,0.11,0.13,16,13,10,4,0,0,9,8,7,4,0,0,7,5,3,0,0,0,1,4,7,13,17,17,0,1,2,5,9,9,1,3,5,8,8,8,94,76,59,24,0,0,100,89,78,44,0,0,88,63,38,0,0,0,6,24,41,76,100,100,0,11,22,56,100,100,12,37,62,100,100,100,12,6,2,8,5,1,4,1,1,71,35,12,89,56,11,50,13,13,82,89,75,-2,65,56,75,29,33,25,12,11,13,82,89,75,15,8,7,88,89,88,7,2,5,41,22,63,0,0,0,0,0,0,59,78,38,29,11,50,12,11,13,4.63,4.67,4.57,0,0,0.00,75,56,31,25,19,13,13,0,24,3,4,7,2,2,3,5,3,8,0,1,0,1,0,0,1,0,3
Coleraine FC Under 20,Coleraine U20,2023/2024,Northern Ireland,19,11,8,1705347900,16,10,6,1,1,0,2,0,2,2.58,2.82,2.25,2,1,4,2,63,17,46,80,46,34,40,23,6,11,34,12,27,25,31,101,164,65,7,6,1,12,5,7,1,1,0,10,6,4,65,43,22,0,0,0,50,53,47,217,138,79,126,80,46,91,58,33,0,0,0,14,8,6,7,2,5,7,6,1,8,5,3,3,2,1,2,0,2,2.08,2.43,1.67,4.21,4.18,4.25,3.32,3.64,2.88,0.89,0.55,1.38,1.62,1.43,1.83,1.08,1.14,1,0.54,0.29,0.83,18,17,16,13,9,6,10,9,8,8,6,4,8,8,8,5,3,2,1,2,3,6,10,13,1,2,3,3,5,7,0,0,0,3,5,6,95,89,84,68,47,32,91,82,73,73,55,36,100,100,100,63,38,25,5,11,16,32,53,68,9,18,27,27,45,64,0,0,0,37,62,75,11,5,4,6,2,1,5,3,3,85,38,31,86,29,14,83,50,50,84,91,75,24,37,55,13,63,45,88,5,9,0,53,55,50,7,5,2,54,71,33,3,1,2,23,14,33,5,2,3,38,29,50,62,71,50,23,29,17,15,0,33,4.33,5.38,3.14,0,0,0.00,93,80,80,60,53,27,13,0,216,1,3,5,2,5,10,5,7,5,1,0,2,3,1,1,1,0,2
